age,income,credit_score,transaction_amount,num_transactions,region,account_type,is_fraud
26,65402.1836787099,604,166.0034815514983,10,north,premium,0
31,49119.81040121306,635,267.188753234779,7,east,premium,0
37,70899.04576069933,517,24.43266517545386,10,west,premium,0
48,64255.089243650466,683,5.903392006887914,8,west,checking,0
42,65253.53984800716,660,316.6474425463684,3,north,savings,0
32,34510.66433199198,546,56.73584509626851,7,south,premium,0
33,73179.159780796,712,20.713362974303323,6,north,premium,0
23,58918.75796850784,737,94.79687290453472,8,west,savings,0
33,49460.84291130695,698,136.80972940353828,9,west,savings,0
31,57150.82701013377,654,4.719049578938357,10,north,savings,0
37,28356.471506525202,727,48.2159572256257,12,east,savings,0
25,61129.792172210065,734,5.002477454234389,10,west,savings,0
39,39559.42737726893,704,81.79583998957287,7,north,checking,0
49,34709.945712346984,614,338.21220609977837,7,north,checking,0
32,32164.612206731632,702,608.1452659849839,13,north,savings,0
38,71690.32562484888,775,152.02251820291818,8,south,savings,0
40,45561.04909460817,632,26.445738842353673,13,west,checking,0
29,78005.91564874748,847,354.42893173046326,5,west,savings,0
36,46962.978054215535,637,108.92738022051503,7,north,savings,0
34,29389.630636105798,682,25.04094628186147,9,north,checking,0
34,38252.13340077011,626,382.1322510042838,3,south,savings,0
26,73537.17430010409,697,212.4938926295967,11,east,savings,0
34,52661.52733094999,540,197.3503761127345,5,east,savings,0
38,46775.69055264098,636,185.2579769901191,6,south,checking,0
48,57400.273387791814,592,33.53526268917022,8,south,checking,0
43,62526.741042513175,690,35.54961591357692,4,north,savings,0
55,71760.9822385369,759,174.85374448863692,5,south,savings,0
26,76727.4884483939,731,37.215896081844754,15,west,checking,0
42,49603.470313163714,490,86.61740009080309,4,north,premium,0
35,35109.284708769424,843,228.49028857683712,5,south,checking,0
55,48798.02258315086,703,229.83856077518058,14,north,checking,0
25,58904.20759874329,617,90.56777272245934,5,south,checking,0
25,40543.61610684084,692,235.66961718819113,12,south,checking,0
28,40642.73627657436,694,273.60068652948854,13,south,premium,0
18,60156.81822324828,626,159.53416152440337,5,west,checking,0
28,54270.214726443235,695,38.898375497700734,6,south,premium,0
26,55491.9549311738,631,48.03322360730472,8,south,savings,0
35,43622.569979498956,647,56.715686653195085,8,north,premium,0
37,51543.98928691349,625,18.631238165550904,6,east,checking,0
52,41136.502835975436,565,47.85725788489832,3,north,premium,0
43,68352.9761668718,691,35.26709127138978,10,west,savings,0
28,70528.74002085629,726,91.1359315472434,6,north,checking,0
25,27307.18206642859,721,358.61010039118656,7,north,checking,0
38,41057.33709711385,745,16.552661632301987,4,north,savings,0
20,32552.061173648814,705,191.0884507720679,7,west,checking,0
52,45249.64098389653,637,174.36849973530258,10,south,checking,0
45,53748.43045314459,747,15.098107712360417,4,north,savings,0
29,33255.32170452205,571,383.7618054242711,10,north,savings,0
18,41172.1028031203,607,126.06350236688718,7,south,checking,0
47,39940.63941877752,602,67.81878573006283,11,north,checking,0
32,58109.00994098416,766,211.91952041911688,9,south,savings,0
46,56040.16505554376,755,44.63268358714282,7,north,savings,0
18,44173.9366999412,718,177.38544283330282,9,south,savings,0
28,57652.31308209097,765,6.078182147037183,6,north,savings,0
34,46799.79873119102,609,274.33327891532423,8,south,savings,0
34,50925.1733451092,707,89.17751791277236,6,south,checking,0
29,80101.78135447805,669,151.8760254583084,8,north,checking,0
40,75106.91577685522,747,37.507435245766665,10,south,checking,0
23,35506.28144608604,670,169.54967915531773,9,south,savings,0
32,67445.98626818761,649,221.91960710196105,7,north,savings,0
35,67170.94831737388,723,96.14390122157833,13,east,savings,0
39,37776.050668710726,750,144.24301009323003,9,south,checking,0
41,67281.66465632292,626,91.4108004519939,10,east,checking,0
22,78068.97877618829,675,336.77677960710133,7,north,premium,0
18,38161.82790633379,595,103.33418949821676,9,north,savings,0
46,41237.457684786044,480,276.59254138724987,7,north,checking,0
37,70264.92200265254,696,242.43317370977365,9,south,checking,0
26,59072.42966238472,728,79.27331066192117,10,south,checking,0
49,63272.144128592845,700,39.22117497602735,6,south,checking,0
35,60108.83824600745,524,78.15213592235347,6,east,checking,0
45,60860.43881392216,651,262.4925070260695,1,north,savings,0
34,35102.91807533376,502,38.744227850002694,10,west,checking,0
54,70709.76559932172,789,111.48818072237111,5,north,savings,0
51,72543.8498864166,593,246.05939177100308,13,east,savings,0
31,51559.13883897958,780,65.42208601826391,13,south,savings,0
43,54347.84575279206,755,154.17120634787233,11,west,premium,0
40,32033.387461664166,607,42.28116025976684,9,north,savings,0
47,62713.821340267525,589,17.358679780354514,7,south,premium,0
24,63580.86162571216,708,237.26190332135565,6,south,premium,0
40,54067.134745010335,612,15.632279669170801,9,west,premium,0
44,71865.30039805754,688,47.490728935468994,8,west,premium,0
18,49988.84153530089,641,289.7664683859876,6,north,premium,0
22,63469.088888404,537,63.804862415688504,10,east,savings,0
18,39705.034919618265,501,542.0399155113703,9,south,savings,0
31,54646.71773688643,698,584.8240789624298,7,north,checking,0
41,52384.68613145746,635,46.852786988193856,10,north,savings,0
49,58379.61883061413,635,6.2762243317746025,8,west,savings,0
34,49457.096067499624,735,183.1491702578562,6,south,checking,0
50,53027.911064924985,773,89.94483786522416,7,north,checking,0
20,67390.7075716226,658,15.929603850297246,10,north,premium,0
18,48448.53644142674,652,184.40529434303872,5,north,checking,0
33,30901.34348891981,720,4.750678221567031,9,south,checking,0
37,81243.75856308131,571,306.2602467088629,5,south,savings,0
33,75721.8111803573,697,22.388593397146433,8,south,savings,0
18,35616.059573415725,724,20.4265554592235,4,north,premium,0
33,65345.61707867791,734,28.978069723941918,7,south,savings,0
20,47455.37844172985,525,483.8335585465387,5,north,savings,0
40,58952.30822996589,619,177.21890185216313,16,west,checking,0
37,59413.3619352024,609,242.44788175165323,2,north,savings,0
24,51483.88299525517,687,76.03375221429116,8,east,savings,0
28,43243.51501620405,718,61.49163234111066,9,south,savings,0
23,44641.88421525611,799,40.080775738813315,11,south,savings,0
33,41257.12126778136,640,98.27601792945774,8,north,savings,0
43,42522.66687654333,640,120.38697426051715,6,east,premium,0
24,53992.32564925967,771,149.85910350143723,11,west,checking,0
39,44263.60016333872,703,44.582811138990685,7,north,savings,0
28,65230.7809856893,781,445.37547271097566,10,north,savings,0
26,77308.6923300389,703,27.905798174759422,10,east,savings,0
32,46299.201379449354,587,505.68685329655926,8,north,premium,0
23,58591.067508030654,573,2.245136993507255,7,east,savings,0
28,62495.27665454401,555,98.41404088670708,3,north,premium,0
22,62080.03406378911,732,60.8275299933686,13,east,savings,0
53,56139.32901874131,775,89.43667149622024,7,south,checking,0
34,66140.23627539583,827,126.82751975630768,7,north,savings,0
27,62233.73429020986,747,85.79592741453048,12,east,savings,0
36,36435.063665090536,773,80.38225074842933,5,south,savings,0
32,68037.3409658391,633,197.9206889137257,7,north,checking,0
31,68309.36255900114,587,173.6952513443441,7,south,savings,0
40,43550.70843732128,748,268.70808460987325,6,south,savings,0
41,55569.067531714034,713,43.14410733999657,9,north,checking,0
28,65249.93489216604,688,141.06004810510558,6,west,savings,0
28,51860.29270630958,710,131.99193469932968,7,east,savings,0
31,71094.67071649017,705,69.24290594319876,11,north,checking,0
18,90458.08741929042,782,99.84659535311401,10,west,savings,0
18,43210.209510475266,783,56.48401894748264,4,south,checking,1
47,34284.33095269337,723,22.945476176730384,11,south,savings,0
50,59557.27893407314,747,36.08184088306619,9,north,savings,0
31,65823.43757689215,721,16.72584480723414,11,east,savings,0
39,51537.00439232847,643,172.3609513933749,4,east,premium,0
37,76798.90994981551,740,162.14270169549988,7,south,premium,0
64,34920.91300415127,568,451.1900763684696,7,north,premium,0
45,65393.77934547416,764,196.2214452251857,12,north,savings,0
32,45912.0876886166,584,8.01736965216706,7,south,checking,0
